ID,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Fehlerhaft
11447,-1.06396568323818,-1.68778309209299,-0.717893818025572,-0.619761559393173,-0.31555471588224604,0.970412220349673,0.833392700678617,-0.6642370855236359,0
30159,1.1900183444006,-0.15389106196353697,0.244574575223333,-0.945916569151436,0.6435410471418139,-0.931910365295461,0.105835785715836,-0.9122785296666421,0
15224,-0.0742929851677802,0.232340716908641,-0.11551059428576001,0.417504597189779,0.6054627278522839,0.10848800821811401,-1.09073646993776,0.391150050982385,0
35269,-6.44561018266068,3.1936478450461103,-3.2140554159387005,5.416041909087941,-8.16412507731485,-8.74597261185534,-14.668771076635098,-10.1935303551514,1
6807,0.22807350914446997,0.150307269698178,0.42995775223686605,-1.4233432405830602,0.751823170398304,0.0314583368427544,-0.681521297576299,-0.0212156631586834,0
19998,-0.511625262701244,0.577211933235861,0.989641812390095,-0.734884727656784,0.40267940092540705,0.0716983470755643,-0.6342573736269771,-0.100601896535988,0
4176,-0.5490189869946861,0.34839315753821903,1.52963915446729,-0.9016619611199459,-0.19979532316422802,-0.193698204196992,-0.522453022997301,0.349976463192456,0
18787,-0.640925894345876,0.291760177346905,0.819092763117422,0.41080404947096205,0.620446937337486,0.235739875640106,-1.0992186975207099,0.15712902262210698,0
17261,0.427130939680525,-1.36250180058954,2.9447532250001403,0.98443505557872,0.10595377953074,2.73196857418458,-0.420542644669981,-2.38009755453456,0
34256,0.310382471348479,-1.0431959311611099,0.253428928516987,1.01909033562539,1.1647843156192499,-0.148082883979951,0.32473021482245,0.753959853320274,0
8782,-0.0112184228454476,-2.1679366370963202,-1.59491194778797,0.7559030285420608,-0.15932563345978198,-0.0485162813850779,0.5310461323145539,0.470012183602623,0
9069,0.633781002616694,-0.582825915258455,-0.0294095099331825,0.985874427442256,1.0901707225311201,-0.573045648783392,-0.824629103706624,-0.285438971225122,0
23448,-0.42969251968718397,-0.04354596576701,1.50159299835024,2.05987612554361,-1.9112419808967098,-0.4051831085744671,0.0209998317960332,1.82057990518361,0
27043,-0.294562007644185,0.14274741910361,0.6135318968612641,2.2639467011373595,-2.20761259566772,-1.10697251910461,0.585892612892705,2.16444597748664,0
24703,-0.27231391850827696,2.17548238931716,2.59913494238613,-0.265833966829945,-1.85705113347822,-0.90798716287642,1.5526967941187901,0.8890285815997421,0
1441,-0.400265931460217,-0.777438171502785,0.44845706911264793,0.0620942339066804,0.284944315835478,0.0332289061611847,-0.586906588784058,0.69457080684155,0
35101,-6.95867914257843,5.902715451510691,-5.541528827823731,3.67670318691664,-7.64298306727846,-7.5021121909368595,-12.075932061394,-8.299659530599559,1
4375,-0.00683844632273049,0.49822786956505605,-0.240687064013376,1.37942340135876,0.941644877120328,-0.12039807716044,-0.388948496021776,-0.157848862740529,0
5485,-0.9432009798239359,-3.30767117511547,0.37998194972714605,-0.20112247015410603,1.24333804665042,-2.122775070594,1.75433132247958,0.8007968934638271,0
16237,0.10278213239999902,0.9032702692315309,0.130418240803172,-0.509615041909588,-0.326621129462374,-0.056004567484521,-0.7960750160004809,0.0588294269139484,0
25449,2.1008132318950503,-0.859040394584843,2.41453700261969,-0.253599645710495,-2.65147021475546,-0.143989100504889,0.18923862620158602,0.689489732986928,0
34068,-0.622924051569034,-0.23695909751495,-0.7774495464997808,-0.305380680657388,1.11514284810967,0.726110670772646,-0.48374259277707504,-0.5042641888303729,0
32487,0.15281100644303697,0.964134660875912,-1.04096040551827,-0.29830333877071696,1.11869085337482,-0.591560156045023,0.30797154805830895,0.627903779583691,0
25948,0.184070153560398,0.408778655930883,0.513928733286817,-0.661492252228541,0.549492368357981,0.0589588330973388,-0.24139522916349304,0.247501275630736,0
15210,-0.39529725946565203,1.6316645654076898,1.28501486688727,0.181523899602463,1.5218834220543,-0.180371546892312,0.310626832924343,-0.340924829977002,0
8935,-0.7333491047830601,3.15837256638747,0.9476909442549258,-1.6584318735749,-0.199439523768679,0.24338193313533202,0.0825845089458306,-0.703287023053334,0
21959,-2.95460667713908,-0.0877067927807527,0.0245207562814169,-0.5282071603445551,1.87078953128887,-0.156045808595406,0.811639050725403,1.71944201640847,0
29642,-5.27949350966868,4.45218720084108,1.14439411915245,-0.9250037150624519,0.29877906650761404,-0.9506170736023221,1.4015541496099198,-1.1174995688381102,0
13818,0.5719582256564251,-1.15753329384396,-0.44738219082371006,-1.43320433004649,0.261602536032566,-0.424557809605526,0.016546250025436998,1.48628393445547,0
26777,0.37256563173908896,-1.19732143529378,-0.0203855682924841,0.284302097236919,-0.32752042062206,-0.6417364593101811,0.39789746619654603,-0.8224252483624059,0
14373,-1.71309188471162,0.0654560438275882,0.223016569429797,-2.10949098008551,0.8376762242920309,0.0459471977620907,0.86749305529598,1.29499179528585,0
34104,0.606715740018304,-0.0938524819317905,-0.5657800078097739,-0.31210896798994997,-0.446147409429169,-0.644748186411419,-0.0227478744250007,0.37117133364093796,0
18161,0.0546733388579153,-0.7893720328477621,-0.45243695523358596,0.0202839462596513,-0.36135796874476095,-0.0292331239679538,-0.270296807082887,-0.25430598510152896,0
